0.155955,0.247038,0.148848,0.352688,0.772898,0.069029,0.558379,0.162726,0.516305,0.0596,0.172833,0.517936,0.162563,0.581214,0.565748,0.144275,0.230584,0.318707,0.255241,0.048821,0.319867,0.507419,0.213398,0.308304,0.468454,0.240675,0.087808,0.391439,0.385835,0.047281,0.343102,0.348304,0.223896,0.104595,0.27296,0.317204,0.075408,0.416957,0.242945,0.127211,0.404589,0.252655,0.341297,0.204394,0.384692,0.266928,0.34575,0.24191,0.361506,0.167194,0.332043,0.171633,0.32478,0.295958,0.450187,0.138364,0.3911,0.04838,0.366373,0.395571,0.279195,0.52164,0.327775,0.3527,0.208542,0.210556,0.301652,0.264305,0.150759,0.567719,0.141469,0.747251,0.059207,0.628352,0.095887,0.588917,1
0.113124,0.219041,0.151408,0.294053,0.751753,0.080182,0.567183,0.17586,0.456988,0.098385,0.033047,0.618654,0.024402,0.709962,0.538867,0.138782,0.170625,0.013853,0.53122,0.12135,0.054896,0.47295,0.126419,0.291273,0.462043,0.23377,0.146971,0.08483,0.463871,0.075483,0.048025,0.416218,0.262057,0.167661,0.308129,0.369058,0.067781,0.090983,0.411937,0.07257,0.09916,0.367019,0.382113,0.043297,0.392071,0.306369,0.020412,0.160964,0.022216,0.12031,0.351409,0.425965,0.324651,0.453534,0.108367,0.505935,0.05098,0.276282,0.19947,0.303774,0.221451,0.453266,0.055755,0.545837,0.028774,0.347237,0.102267,0.158225,0.090058,0.511062,0.092081,0.728318,0.030361,0.711892,0.16266,0.604874,1
0.074823,0.286835,0.156335,0.159349,0.768387,0.11209,0.620715,0.074304,0.453415,0.07248,0.032638,0.556542,0.125503,0.569166,0.561835,0.173093,0.212952,0.099063,0.230256,0.080973,0.045462,0.36913,0.214952,0.353251,0.450933,0.242924,0.170328,0.01501,0.238621,0.066333,0.0457,0.308708,0.265785,0.28098,0.247975,0.346832,0.129595,0.069033,0.226829,0.079931,0.155007,0.228888,0.397759,0.153018,0.365497,0.300708,0.052946,0.243556,0.066617,0.187461,0.214269,0.425178,0.287202,0.455359,0.118181,0.235203,0.10082,0.134611,0.12008,0.764985,0.161232,0.594523,0.134988,0.510588,0.081744,0.213847,0.037321,0.518365,0.081047,0.730644,0.095854,0.821056,0.081181,0.711485,0.137637,0.444575,1
0.146882,0.27415,0.113102,0.378749,0.685081,0.089673,0.559696,0.039041,0.463804,0.200326,0.080025,0.440739,0.106282,0.527169,0.386772,0.19203,0.346704,0.090027,0.124177,0.306038,0.048741,0.319254,0.223222,0.412954,0.208983,0.277864,0.342938,0.111555,0.109303,0.325926,0.052403,0.145738,0.306278,0.491624,0.052952,0.335709,0.355018,0.123037,0.160227,0.261337,0.144284,0.049881,0.366594,0.345824,0.324013,0.073826,0.339753,0.178268,0.158237,0.284514,0.26574,0.03526,0.333613,0.060605,0.28033,0.340568,0.069682,0.362211,0.301024,0.075403,0.288118,0.190094,0.211362,0.446612,0.023024,0.440323,0.20098,0.197109,0.17867,0.29937,0.159491,0.634585,0.03196,0.651202,0.121489,0.686703,1
0.145946,0.24841,0.160084,0.329783,0.763302,0.043596,0.54576,0.166731,0.431794,0.08033,0.214123,0.620363,0.107098,0.60767,0.558709,0.128462,0.100817,0.392563,0.466528,0.117754,0.320895,0.455974,0.173557,0.127515,0.44452,0.183267,0.199046,0.452056,0.374842,0.177614,0.261678,0.291573,0.280292,0.248661,0.265154,0.219418,0.23623,0.281724,0.163472,0.166921,0.275774,0.255845,0.265316,0.277967,0.196944,0.306804,0.324808,0.231597,0.245024,0.211683,0.193849,0.351526,0.184261,0.414474,0.216222,0.446013,0.258188,0.240991,0.190946,0.356723,0.076805,0.506655,0.1931,0.523927,0.114527,0.344816,0.040245,0.248855,0.062591,0.499278,0.026285,0.840755,0.060074,0.694538,0.133679,0.693672,1
0.161781,0.449038,0.186994,0.064676,0.646375,0.071347,0.661818,0.159929,0.466899,0.300608,0.146228,0.431731,0.119433,0.547689,0.433859,0.113882,0.375935,0.198677,0.1214,0.394325,0.315196,0.381281,0.199065,0.308061,0.379469,0.209869,0.274594,0.269879,0.22841,0.356894,0.308024,0.26949,0.234545,0.203887,0.24245,0.342467,0.159844,0.275763,0.227438,0.317201,0.29913,0.129271,0.290323,0.085392,0.51903,0.231423,0.309078,0.179169,0.290252,0.364731,0.424654,0.118596,0.365528,0.266321,0.241685,0.371275,0.350603,0.433784,0.280508,0.166358,0.217308,0.380911,0.225859,0.372496,0.193008,0.55016,0.156129,0.094113,0.086992,0.363493,0.053655,0.601165,0.040157,0.730544,0.115041,0.603928,1
0.214354,0.123437,0.159405,0.524049,0.744664,0.118045,0.486517,0.199058,0.564725,0.139593,0.270363,0.430446,0.256446,0.449413,0.544755,0.16839,0.23621,0.399609,0.10701,0.279005,0.335785,0.397076,0.200841,0.194844,0.457951,0.181104,0.292512,0.386775,0.170893,0.432877,0.323133,0.252574,0.127664,0.24579,0.286891,0.186258,0.403308,0.358754,0.037704,0.512351,0.304028,0.130703,0.152752,0.352933,0.202511,0.295945,0.244146,0.468153,0.253923,0.475346,0.300764,0.298746,0.259695,0.425385,0.273103,0.254616,0.288372,0.33985,0.413007,0.426625,0.279347,0.509156,0.189331,0.422031,0.183951,0.312958,0.289205,0.175762,0.188099,0.486891,0.109496,0.721921,0.049905,0.601755,0.142106,0.692004,1
0.179215,0.185411,0.155071,0.250268,0.813073,0.143873,0.567364,0.183572,0.443367,0.044552,0.190509,0.643706,0.291716,0.577857,0.510751,0.226949,0.045204,0.311565,0.364319,0.110137,0.257184,0.41532,0.311224,0.194321,0.296459,0.235168,0.048778,0.174463,0.332434,0.121873,0.270957,0.252338,0.310399,0.095062,0.162752,0.206327,0.205611,0.31937,0.234749,0.099878,0.318894,0.107399,0.243102,0.265964,0.166458,0.207351,0.405491,0.296893,0.344266,0.164543,0.227226,0.073772,0.250043,0.1707,0.515332,0.280442,0.383326,0.124844,0.483525,0.451324,0.319068,0.449449,0.294156,0.206146,0.252707,0.044671,0.28365,0.583229,0.210129,0.704346,0.050946,0.874293,0.052757,0.664017,0.24847,0.513982,1
0.138623,0.120549,0.10452,0.508833,0.726635,0.061338,0.510789,0.150165,0.504323,0.161469,0.201336,0.507524,0.11272,0.470033,0.558154,0.006489,0.242005,0.251546,0.163651,0.171832,0.408362,0.480907,0.072949,0.298874,0.457983,0.074722,0.129952,0.444523,0.329256,0.089472,0.496129,0.358778,0.032023,0.066139,0.209732,0.197119,0.125489,0.563341,0.188254,0.085005,0.532683,0.145811,0.237679,0.096669,0.155104,0.047432,0.42365,0.177021,0.458204,0.080685,0.018683,0.04708,0.051844,0.256349,0.344698,0.351754,0.390062,0.227072,0.078272,0.09308,0.015477,0.362279,0.166492,0.438312,0.177873,0.362308,0.035584,0.163949,0,0.394561,0.020369,0.703026,0.029425,0.611842,0.156944,0.763384,1
0.018701,0.106937,0.11912,0.460875,0.603096,0.044151,0.536932,0.111629,0.616123,0.308889,0.008786,0.267133,0.067713,0.490144,0.202286,0.046907,0.370112,0.002432,0.17372,0.422671,0,0.026449,0.098078,0.309266,0.09352,0.056415,0.326961,0.015035,0.278205,0.356154,0,0.276727,0.060164,0.196004,0.262822,0.022442,0.248716,0.061049,0.403183,0.155722,0.05745,0.407816,0.0723,0.099199,0.058751,0.384365,0.173883,0.183068,0.078144,0.28721,0.087776,0.491879,0.062633,0.280861,0.073354,0.315675,0.041505,0.405774,0.123259,0.333891,0.072658,0.033218,0.113309,0.412538,0.03617,0.524594,0.117062,0.241038,0.061776,0.240116,0.104802,0.527381,0.008675,0.673188,0.03128,0.632576,1
