0.161765,0.181819,0,0.666667,1,0.068456,1,1,1,0.599999,0.818181,0.024826,0,0,0,0,0
0.205882,1,0,0.333334,1,0.10875,0,0,1,0.333332,0.363636,0.0715,0,0.389908,0.16,0.666666,0
0.235294,0.272727,1,1,1,0.06259,0,1,1,0.499999,0.272727,0.059914,0,0.379587,0.04,0.666666,0
0.161765,0.272727,0,1,1,0.064281,0,0,0,0.066666,0.454545,0.064548,0.061225,0,0,0,0
0.588235,0.636363,0,0.333334,1,0.044469,0,1,0,0.133332,0.363636,0.073486,0,0,0,0,0
0.235294,0.272727,1,1,1,0.054496,1,1,1,0.733332,0.090908,0.045349,0.020408,0.202982,0.12,0.666666,0
0.25,0.727273,0,1,1,0.04859,0,1,1,0.433332,0.363636,0.111553,0,0.379587,0.08,0.333334,0
0.294117,0.909091,0,0.333334,1,0.046442,0,1,1,0.166666,0.363636,0.048659,0.020408,0,0,0,0
0.323529,0.454545,0,1,1,0.047436,0,1,0,0.433332,0.363636,0.017544,0.020408,0,0,0,0
0.352941,1,0,0.666667,1,0.043288,0,0,1,0.533332,0.272727,0.102284,0,0.169725,0.08,0.666666,0
0.294117,1,0,0.333334,1,0.170293,0,1,0,0.633332,0.363636,0.089043,0,0,0,0,0
0.352941,0,0,0.333334,1,0.048013,0,1,1,0.533332,0.272727,0.036081,0.020408,0,0,0,0
0.25,0.909091,0,1,1,0.059355,1,1,1,0.399999,0.636364,0.107249,0.020408,0,0,0,0
0.014706,0.545454,1,0.333334,1,0.051208,1,1,1,0.966666,0.272727,0.085071,0,0,0,0,1
0.17647,0.636363,0,0.333334,1,0.049302,0,0,1,0.933331,0,0.028136,0,0.277523,0.04,0.666666,0
0.308823,0.272727,0,1,1,0.047073,1,0,1,0.933331,0.636364,0.061238,0.020408,0,0,0,0
0.544117,0.909091,0,0.333334,1,0.09914,1,1,1,0.866665,0.636364,0.077789,0.081633,0,0,0,0
0.264706,0,1,1,1,0.07557,0,1,1,0.633332,0.272727,0.036412,0,0.175459,0.08,0.666666,0
0.088235,0.636363,1,0.666667,1,0.041503,0,1,0,0.733332,0.363636,0.08143,0,0,0,0,0
0.17647,1,0,0.333334,1,0.046241,1,1,1,0.199998,0.545455,0.047666,0,0.175459,0.04,0.333334,0
0.279412,0.272727,0.5,0,1,0.044469,0,1,1,0.566666,0.909092,0.030453,0.020408,0,0,0,0
0.338235,0.272727,0.5,1,1,0.044684,1,1,1,0.599999,0.909092,0.045018,0.040816,0,0,0,0
0.367647,1,1,0.333334,1,0.045892,1,1,0,0.366666,0.454545,0.034757,0.020408,0,0,0,0
0.367647,0.454545,0,0.333334,1,0.045718,1,1,1,0.199998,0.545455,0.040053,0.020408,0,0,0,0
0.102941,0.363636,0,1,1,0.051758,1,1,1,0.966666,0,0.054618,0.040816,0,0,0,0
0.323529,0.272727,0,1,1,0.123435,1,1,1,0.633332,0.909092,0.058921,0.020408,0,0,0,0
0.529411,0.636363,0,0.666667,1,0.052885,0,1,0,0.133332,0.363636,0.080437,0,0,0,0,0
0.705882,0.818182,0,0,1,0.053812,1,1,0.500001,0.533332,0.636364,0.038067,0,0.12156,0.08,0.666666,0
0.544117,0.727273,0,0.333334,1,0.054993,1,0,1,0.966666,0.545455,0.047997,0.020408,0,0,0,0
0.5,0,0,0.333334,1,0.045879,1,0,1,0.666666,0.636364,0.023171,0.020408,0,0,0,0
0.720589,0.818182,0.5,0.333334,1,0.100697,1,1,0.500001,0.433332,0.545455,0.295599,0.020408,0,0,0,1
0.17647,0.909091,0,0.333334,1,0.046765,1,1,1,0.866665,0.636364,0.025488,0.040816,0,0,0,0
0.588235,0.272727,0,0.333334,1,0.045033,1,1,1,0.666666,0.909092,0.011916,0,0,0,0,0
0.191176,0.272727,1,1,1,0.078509,0,1,1,0.833334,0.636364,0.31579,0.102041,0,0,0,1
0.441176,0.909091,0,1,1,0.061046,1,1,1,0.399999,0.636364,0.115856,0.040816,0,0,0,1
0.338235,0,0.5,0.333334,1,0.068778,0,1,0,0.433332,0.363636,0.048328,0,0,0,0,0
0.867646,0.818182,0.5,0.666667,1,0.047543,1,1,0.500001,0.699999,0.818181,0.030784,0,0,0,0,1
0.191176,0.636363,0,0.333334,1,0.072509,0,1,1,0.433332,0.909092,0.04237,0,0,0,0,1
0.205882,0.272727,0,0.333334,1,0.097288,0,1,1,0.166666,0.363636,0.251904,0,0.393349,0.08,0.666666,1
0.058822,1,1,1,1,0.049342,0,1,0,0.966666,0.363636,0.003972,0.34694,0,0,0,0
0.279412,0.272727,1,1,1,0.205152,0,1,0,0.533332,0.909092,0.200265,0.020408,0.116972,0.12,0.666666,0
0.25,0.272727,1,1,1,0.051892,1,1,1,0.333332,0.636364,0.033764,0.020408,0,0,0,0
0.485294,0.636363,0,0.333334,1,0.059462,0,1,1,0.399999,0.363636,0.119497,0,0,0,0,0
0.191176,0.909091,0,1,1,0.049785,0,1,1,0.399999,0.363636,0.066534,0.040816,0,0,0,0
0.191176,0.909091,1,1,1,0.074053,0,1,1,0.666666,0.909092,0.002317,0.061225,0,0,0,0
0.220588,0.272727,1,1,1,0.056174,0,1,0,0.199998,0.363636,0.033433,0.020408,0,0,0,0
0.529411,0.636363,0,0.666667,1,0.046416,1,1,0.500001,0.033332,0.090908,0.018206,0.040816,0.006881,0.08,0.333334,0
0.102941,0.636363,0,0.666667,1,0.044469,0,1,0,0.666666,0.363636,0.139358,0,0,0,0,0
0.191176,0.454545,1,0.666667,0,0.033074,0,0,1,0.099998,0.090908,0.066203,0,0,0,0,0
0.617646,0,0,0,1,0.106603,0,1,1,0.866665,0,0.05859,0,0.106651,0.04,1,1
0.382353,0.636363,0.5,0.666667,1,0.055798,1,1,0,0.133332,0.454545,0.335651,0.040816,0,0,0,1
0.264706,0.909091,1,0.333334,1,0.04753,0,1,1,0.633332,0.636364,0.574646,0.020408,0,0,0,0
0.279412,0.909091,1,0.333334,1,0.045141,1,1,1,0.933331,0.636364,0.031115,0.020408,0,0,0,0
0.220588,0.909091,0,1,1,0.065127,0,1,1,0.466666,0.454545,0.144654,0,0.065367,0.04,0.333334,1
0.5,0.636363,0,0.333334,1,0.074415,0,1,1,0.433332,0.545455,0.088712,0.040816,0,0,0,0
0.42647,0,0,0.333334,1,0.085596,0,1,0.500001,0.466666,0.545455,0.051307,0.020408,0,0,0,0
