0.184929,0.206801,0.204901,0.23783,0.23764,0.230848,0.236902,0.229064,0.215193,0.188156,0.182088,0.157785,0.159833,0.156485,0.169639,0.175721,0.190654,0.178998,0.164726,0.168002,0.174099,0.173705,0.170452,0.186927,0.203505,0.248962,0.255884,0.302829,0.327082,0.342172,0.327358,0.343894,0.361903,0.430283,0.501116,0.458589,0.390919,0.349269,0.324921,0.291488,0.267255,0.245966,0.242145,0.21975,0.200634,0.197609,0.191986,0.182314,0.188896,0.177749,0.155194,0.145688,0.185979,0.192897,0.185762,0.224687,0.258439,0.289367,0.318391,0.323008,0.293553,0.250565,0.214039,0.197806,1
0.208082,0.232021,0.290476,0.289239,0.257511,0.242853,0.252628,0.234344,0.203886,0.16942,0.164655,0.138643,0.134244,0.132892,0.14138,0.13962,0.157221,0.15214,0.165004,0.182184,0.198033,0.196723,0.186783,0.206602,0.229547,0.276558,0.281704,0.33602,0.367936,0.385695,0.377106,0.388689,0.40729,0.477554,0.50472,0.459806,0.388662,0.343869,0.311003,0.279981,0.259576,0.238939,0.226399,0.203376,0.187302,0.17347,0.174277,0.156196,0.17234,0.158898,0.140542,0.158302,0.179509,0.187216,0.183918,0.218322,0.246804,0.288884,0.32694,0.338525,0.302496,0.269526,0.239762,0.221157,1
0.201808,0.210002,0.232888,0.24528,0.215899,0.202021,0.209972,0.203912,0.182254,0.163196,0.159599,0.141809,0.13908,0.121247,0.141275,0.163801,0.174073,0.174538,0.192398,0.21102,0.21733,0.225333,0.217625,0.244942,0.269511,0.314742,0.352204,0.418489,0.461943,0.491484,0.44026,0.384212,0.348285,0.352845,0.350622,0.32407,0.275208,0.252705,0.243972,0.211148,0.202336,0.191727,0.177235,0.176192,0.167573,0.179359,0.192199,0.192893,0.218697,0.219474,0.200077,0.20442,0.231221,0.244325,0.220065,0.252363,0.275873,0.289559,0.314523,0.335343,0.248827,0.234401,0.209202,0.192659,1
0.200174,0.18773,0.211866,0.265865,0.257452,0.246171,0.260527,0.248602,0.225132,0.190665,0.189108,0.166376,0.159197,0.154874,0.162314,0.168873,0.177045,0.161789,0.166914,0.17224,0.187583,0.185881,0.186104,0.18937,0.220168,0.259406,0.278735,0.298505,0.343443,0.358073,0.351695,0.365207,0.387422,0.458872,0.515099,0.472023,0.405785,0.360044,0.333813,0.299456,0.277647,0.259558,0.245303,0.230473,0.202953,0.198823,0.193992,0.181918,0.191555,0.174526,0.157043,0.179518,0.19501,0.198593,0.189874,0.22602,0.255312,0.276807,0.309601,0.320488,0.279989,0.242831,0.212611,0.192818,1
0.19421,0.179556,0.208628,0.245623,0.244085,0.242383,0.246134,0.238624,0.226566,0.189059,0.189494,0.168687,0.166043,0.162532,0.172369,0.180537,0.194991,0.175826,0.159682,0.170068,0.174883,0.175271,0.174963,0.186906,0.202484,0.246813,0.256758,0.310699,0.337539,0.354698,0.33894,0.35224,0.367866,0.430298,0.500401,0.495527,0.421217,0.368058,0.33439,0.294163,0.26461,0.259312,0.24246,0.227909,0.199652,0.204652,0.200301,0.179048,0.190177,0.174781,0.152057,0.176947,0.197369,0.200245,0.196031,0.229496,0.259421,0.287546,0.305015,0.319714,0.283798,0.244978,0.210964,0.189097,1
0.173393,0.194258,0.189683,0.248828,0.236932,0.224555,0.234502,0.222426,0.207855,0.178507,0.173978,0.157328,0.153308,0.157441,0.16484,0.173985,0.187187,0.159993,0.163867,0.169095,0.175095,0.179932,0.175777,0.190795,0.20882,0.247838,0.258353,0.304794,0.348895,0.36996,0.355354,0.365009,0.382148,0.444838,0.515099,0.469963,0.402402,0.352706,0.325527,0.292438,0.266092,0.242365,0.231302,0.211219,0.193167,0.179889,0.18814,0.171927,0.187208,0.173406,0.151939,0.152804,0.193373,0.202409,0.193726,0.222157,0.251735,0.293299,0.310836,0.334237,0.291422,0.249241,0.218046,0.194372,1
0.195043,0.214859,0.240653,0.27813,0.244302,0.217591,0.211031,0.196869,0.177286,0.155568,0.154121,0.132014,0.134555,0.135839,0.131563,0.146842,0.176013,0.169277,0.174138,0.200231,0.206285,0.217611,0.218315,0.240645,0.277183,0.32308,0.353036,0.421289,0.471823,0.503714,0.488364,0.4278,0.384421,0.386894,0.392239,0.358954,0.307465,0.274221,0.259402,0.23294,0.207935,0.207698,0.19079,0.181108,0.169964,0.161436,0.164601,0.16921,0.193278,0.188465,0.177909,0.181205,0.209731,0.21869,0.207221,0.24164,0.285047,0.327996,0.348248,0.346543,0.307728,0.254323,0.198334,0.21036,1
0.2496,0.227706,0.255122,0.285981,0.244617,0.22246,0.220861,0.200778,0.172237,0.150476,0.149124,0.12473,0.120634,0.118973,0.133655,0.13125,0.152237,0.157633,0.168108,0.173653,0.194617,0.193582,0.200066,0.215638,0.246269,0.283439,0.301391,0.34815,0.39365,0.413649,0.406523,0.419879,0.443125,0.454466,0.455267,0.410592,0.35084,0.302301,0.293214,0.259001,0.240814,0.230238,0.21637,0.198248,0.187656,0.172475,0.171971,0.152693,0.16335,0.155584,0.137071,0.153463,0.177217,0.180458,0.179713,0.219399,0.258522,0.300419,0.343468,0.356632,0.30909,0.275804,0.232265,0.23821,1
0.195016,0.216563,0.246966,0.280876,0.251805,0.236052,0.231219,0.208386,0.189978,0.168513,0.171546,0.150174,0.152099,0.155893,0.170349,0.184915,0.18586,0.184215,0.191976,0.210542,0.22491,0.216251,0.222903,0.240245,0.268965,0.31549,0.340476,0.406289,0.446849,0.47827,0.471769,0.432914,0.388685,0.385457,0.382161,0.349851,0.296677,0.273628,0.264815,0.231083,0.223789,0.215884,0.202255,0.197772,0.184135,0.181723,0.196315,0.195006,0.215383,0.20711,0.191585,0.20019,0.225141,0.233008,0.224601,0.269131,0.300869,0.334863,0.371872,0.362492,0.322758,0.272414,0.219182,0.186559,1
0.203356,0.218457,0.243488,0.281029,0.250662,0.233161,0.229278,0.217766,0.198914,0.174551,0.168266,0.145711,0.140543,0.141003,0.153844,0.150274,0.171266,0.17609,0.186745,0.195149,0.214793,0.205013,0.212942,0.224401,0.266156,0.308157,0.333322,0.390298,0.43236,0.461214,0.454596,0.437797,0.394672,0.401099,0.404308,0.369257,0.320825,0.289715,0.271348,0.245519,0.232273,0.212454,0.207993,0.192986,0.181723,0.167589,0.177062,0.17461,0.202386,0.199809,0.183851,0.191084,0.223576,0.230135,0.218417,0.249381,0.292351,0.324996,0.351629,0.349423,0.285329,0.278963,0.22783,0.184745,1
